party1,party2,begin_datetime,end_datetime,avg_distance
15,36,2021-05-05 09:34:40,2021-05-05 11:24:26,7.93044
105,69,2020-06-22 04:05:38,2020-06-22 06:00:38,4.59950
59,16,2021-08-25 01:49:30,2021-08-25 04:05:17,9.57735
75,5,2021-06-16 18:44:01,2021-06-16 20:55:36,4.08465
44,72,2021-03-03 05:36:05,2021-03-03 05:41:18,2.22022
40,16,2020-10-13 23:04:56,2020-10-14 00:18:41,3.18268
55,107,2020-12-25 16:43:33,2020-12-25 17:53:19,9.28756
88,18,2020-07-31 05:15:43,2020-07-31 07:55:04,1.91309
123,86,2021-05-22 17:07:51,2021-05-22 17:24:47,8.11388
74,88,2020-06-12 12:27:11,2020-06-12 13:17:10,1.40646
31,83,2021-01-14 22:06:07,2021-01-15 00:26:03,6.33344
106,12,2020-11-16 03:31:52,2020-11-16 05:02:09,4.53589
83,49,2020-12-25 20:58:01,2020-12-25 21:36:09,3.19824
118,26,2021-01-02 04:11:13,2021-01-02 04:15:38,1.36945
106,51,2021-03-17 10:50:21,2021-03-17 11:35:24,6.32613
96,97,2021-11-25 09:30:15,2021-11-25 10:00:05,8.17319
21,62,2020-06-01 23:16:45,2020-06-02 00:16:32,0.56666
28,36,2021-06-23 00:16:12,2021-06-23 01:09:32,2.80623
71,95,2021-03-12 04:55:00,2021-03-12 05:27:39,2.08194
47,122,2021-05-26 13:00:18,2021-05-26 14:00:13,1.43515
122,29,2020-11-27 11:56:53,2020-11-27 14:27:40,1.80294
116,31,2020-05-16 21:35:28,2020-05-16 22:28:23,4.69027
118,110,2020-10-26 18:52:14,2020-10-26 20:42:39,2.67211
90,58,2020-09-04 16:36:27,2020-09-04 18:06:07,3.33854
72,38,2020-12-04 17:28:25,2020-12-04 17:38:13,3.06111
20,117,2021-01-09 15:25:18,2021-01-09 16:34:25,0.29182
28,85,2021-05-28 22:43:48,2021-05-28 23:02:56,7.76343
77,110,2021-08-20 17:53:32,2021-08-20 19:58:58,1.34654
33,95,2021-04-06 13:46:30,2021-04-06 15:15:07,4.35275
44,84,2021-09-15 10:17:17,2021-09-15 12:08:59,0.05692
11,66,2021-06-18 18:38:57,2021-06-18 19:34:49,5.05538
71,108,2021-07-22 18:59:18,2021-07-22 21:23:17,6.59400
51,11,2020-11-06 00:05:13,2020-11-06 01:42:52,9.08449
74,123,2021-10-04 00:32:01,2021-10-04 01:18:38,7.07889
103,4,2020-08-14 20:58:37,2020-08-14 21:26:27,0.64324
117,103,2020-08-22 22:28:49,2020-08-23 00:02:27,1.28290
16,113,2021-11-13 00:15:59,2021-11-13 01:19:31,6.26156
67,119,2021-11-07 19:17:11,2021-11-07 21:51:53,0.53017
45,49,2020-12-06 09:36:33,2020-12-06 10:04:59,3.13317
116,115,2020-06-21 08:49:57,2020-06-21 09:25:51,9.54016
29,59,2020-06-16 23:29:15,2020-06-17 00:17:16,9.67731
70,3,2021-07-24 15:30:15,2021-07-24 16:44:36,6.31130
23,120,2021-04-26 23:34:28,2021-04-26 23:47:22,4.85348
78,110,2021-11-03 20:57:29,2021-11-03 23:22:38,8.97750
123,90,2021-03-05 00:46:49,2021-03-05 01:28:10,0.23823
4,23,2021-01-25 23:02:14,2021-01-25 23:57:50,1.01884
122,12,2020-05-19 22:19:39,2020-05-20 01:04:08,6.16276
125,106,2021-09-04 07:24:04,2021-09-04 09:45:22,3.04522
104,20,2021-09-29 03:57:25,2021-09-29 05:54:00,5.41545
32,57,2020-11-24 23:20:55,2020-11-25 01:21:20,7.05562
16,74,2020-10-03 16:41:05,2020-10-03 18:00:47,7.59330
75,69,2020-07-21 09:17:57,2020-07-21 11:08:05,0.99251
2,31,2021-02-16 08:56:35,2021-02-16 11:25:08,6.95155
36,93,2021-11-14 06:59:11,2021-11-14 09:38:17,6.66414
87,94,2020-11-19 07:29:36,2020-11-19 07:33:21,6.80446
111,122,2020-06-27 18:07:49,2020-06-27 20:41:58,4.15115
35,72,2020-12-17 01:08:38,2020-12-17 02:26:19,8.80074
46,31,2021-07-08 21:31:40,2021-07-09 00:07:45,9.99316
84,13,2020-05-17 18:37:12,2020-05-17 20:39:09,1.20031
76,85,2021-07-09 12:07:10,2021-07-09 12:52:35,1.57983
69,6,2021-05-19 04:15:13,2021-05-19 04:32:18,8.08901
105,97,2020-12-06 18:51:49,2020-12-06 20:09:47,4.45372
103,83,2021-03-03 14:08:51,2021-03-03 15:19:23,8.62934
40,70,2020-10-30 08:46:50,2020-10-30 10:13:01,7.09983
107,15,2021-07-29 21:15:11,2021-07-29 22:19:46,7.13030
118,124,2021-11-15 18:44:58,2021-11-15 20:38:48,0.89189
34,4,2021-09-30 01:53:22,2021-09-30 02:14:07,5.20206
76,16,2020-05-28 13:11:23,2020-05-28 13:23:06,8.62157
119,19,2020-09-24 22:19:39,2020-09-24 23:00:55,0.46311
29,98,2020-11-02 00:41:32,2020-11-02 01:41:03,5.95780
46,67,2021-06-17 00:26:03,2021-06-17 01:40:28,6.14617
95,79,2021-02-26 14:40:02,2021-02-26 15:05:14,2.08077
24,121,2020-11-14 14:57:31,2020-11-14 17:27:22,9.23702
8,121,2021-03-12 23:19:01,2021-03-13 01:46:51,6.57060
49,111,2020-06-21 15:10:39,2020-06-21 16:25:42,1.99344
112,106,2020-06-19 22:36:00,2020-06-19 23:12:36,0.12785
88,114,2021-07-05 04:31:12,2021-07-05 06:57:36,1.70817
10,31,2021-02-08 02:45:44,2021-02-08 04:50:36,8.61559
68,2,2020-09-06 06:49:51,2020-09-06 09:07:21,9.16866
25,28,2021-10-22 14:14:13,2021-10-22 16:06:26,5.34993
117,31,2021-04-14 22:27:06,2021-04-14 23:57:42,1.75229
30,110,2021-01-08 00:39:27,2021-01-08 03:18:49,1.74412
8,85,2020-11-21 08:37:45,2020-11-21 11:13:33,6.87205
2,65,2021-08-21 21:52:53,2021-08-21 23:20:16,1.85952
10,105,2020-05-10 16:47:01,2020-05-10 18:21:40,9.36983
29,18,2021-09-15 23:56:33,2021-09-16 00:22:26,7.61917
102,21,2020-10-27 17:30:53,2020-10-27 18:46:00,3.80458
98,67,2021-10-27 16:11:32,2021-10-27 17:33:35,1.40696
122,55,2021-01-30 15:39:19,2021-01-30 16:49:48,4.33243
31,89,2020-06-25 10:30:34,2020-06-25 11:43:05,4.66748
68,57,2021-06-28 15:46:44,2021-06-28 17:49:38,3.06465
72,60,2021-05-27 17:06:57,2021-05-27 19:18:20,1.76500
50,110,2020-12-11 12:15:35,2020-12-11 13:30:41,5.26096
97,124,2020-08-22 19:15:06,2020-08-22 19:21:55,2.85250
33,65,2021-11-13 05:23:38,2021-11-13 07:26:48,6.46607
79,59,2020-08-06 04:06:44,2020-08-06 06:22:50,7.51381
118,46,2021-02-23 11:39:49,2021-02-23 14:21:19,4.35035
110,120,2021-01-22 19:04:58,2021-01-22 21:06:30,2.79735
51,78,2021-07-27 08:10:23,2021-07-27 09:55:45,4.14089
115,52,2020-08-19 06:50:32,2020-08-19 07:10:25,4.58427
90,55,2021-07-22 11:18:35,2021-07-22 12:03:51,2.59756
78,56,2021-05-27 19:39:14,2021-05-27 22:00:13,8.62068
49,95,2021-01-11 03:06:18,2021-01-11 05:17:12,7.12993
25,50,2021-07-03 18:22:50,2021-07-03 20:23:42,3.78743
52,88,2020-06-08 13:44:50,2020-06-08 14:11:30,6.37281
8,53,2021-01-27 06:41:40,2021-01-27 07:14:54,0.01556
14,65,2021-09-17 11:10:20,2021-09-17 11:28:16,5.08264
106,84,2021-08-27 07:05:28,2021-08-27 07:14:08,6.34549
78,16,2021-11-05 07:35:22,2021-11-05 08:29:01,4.20154
124,22,2021-04-23 18:20:05,2021-04-23 18:29:11,1.61597
15,73,2021-04-08 12:46:09,2021-04-08 14:18:38,2.48295
52,64,2021-09-14 17:56:52,2021-09-14 19:31:47,8.30573
73,46,2021-09-25 18:48:54,2021-09-25 20:47:04,1.43999
22,16,2020-07-29 05:50:19,2020-07-29 06:15:46,3.50557
25,101,2021-06-26 19:59:09,2021-06-26 22:09:50,7.19395
48,124,2021-08-02 20:29:58,2021-08-02 21:58:03,2.59854
42,12,2020-05-01 17:43:59,2020-05-01 19:43:38,5.29344
30,19,2021-05-14 15:08:47,2021-05-14 16:31:17,3.54456
13,60,2021-11-03 22:54:15,2021-11-04 00:36:20,9.73526
22,77,2020-10-13 01:27:00,2020-10-13 02:34:35,7.70103
12,72,2021-06-04 21:56:41,2021-06-04 22:42:11,5.63090
54,80,2021-10-02 18:22:18,2021-10-02 18:56:35,6.96617
99,65,2021-04-12 02:26:36,2021-04-12 03:31:06,7.71377
57,81,2020-11-23 20:36:07,2020-11-23 21:08:50,2.06299
73,91,2021-06-07 20:50:18,2021-06-07 23:36:27,2.65749
110,88,2021-06-05 23:21:00,2021-06-06 01:47:27,7.03966
75,89,2021-01-18 09:41:53,2021-01-18 12:21:59,6.58102
6,45,2021-09-06 08:27:38,2021-09-06 09:57:41,0.79108
71,13,2020-11-10 19:46:41,2020-11-10 21:17:04,5.42671
2,54,2020-11-01 17:59:21,2020-11-01 20:25:10,7.19470
82,31,2021-07-29 05:56:30,2021-07-29 08:26:57,8.96532
102,122,2020-12-29 01:13:16,2020-12-29 02:49:56,6.01494
35,47,2020-08-01 04:29:23,2020-08-01 05:04:00,2.26436
118,106,2020-07-18 11:39:09,2020-07-18 12:09:29,4.83487
87,6,2021-04-06 19:32:06,2021-04-06 21:33:09,2.01084
63,28,2020-05-14 00:37:16,2020-05-14 03:18:08,1.31408
68,42,2021-09-13 23:55:07,2021-09-14 00:28:42,7.65959
62,63,2020-05-30 09:20:18,2020-05-30 09:25:22,8.91892
3,13,2021-01-12 06:29:19,2021-01-12 08:56:59,6.09566
31,48,2020-09-03 12:26:56,2020-09-03 13:01:57,6.82089
35,7,2021-07-18 02:12:19,2021-07-18 03:21:37,5.69492
46,107,2021-05-05 17:13:35,2021-05-05 19:56:56,5.91666
27,87,2020-08-29 21:19:03,2020-08-29 21:19:49,1.82916
97,3,2020-08-04 21:10:42,2020-08-04 21:40:50,0.73990
70,110,2021-07-04 03:06:28,2021-07-04 05:11:12,9.11948
8,46,2020-05-08 02:33:02,2020-05-08 04:57:20,1.70554
62,106,2021-07-17 17:19:20,2021-07-17 17:20:08,1.68076
4,39,2020-05-12 04:46:03,2020-05-12 05:42:28,6.41127
24,26,2020-11-10 12:46:28,2020-11-10 12:50:38,7.68333
104,121,2021-03-29 12:37:10,2021-03-29 14:46:06,4.82829
60,105,2021-02-27 01:24:24,2021-02-27 01:48:03,0.22800
116,56,2021-09-11 02:08:49,2021-09-11 03:43:28,9.06733
63,67,2021-11-21 11:38:02,2021-11-21 14:08:18,6.61294
124,68,2021-07-10 18:19:00,2021-07-10 19:58:58,1.04338
121,93,2021-03-29 08:37:16,2021-03-29 09:15:49,6.02028
56,58,2020-06-25 00:25:59,2020-06-25 00:56:50,0.45460
85,51,2020-08-10 19:43:34,2020-08-10 22:05:20,4.97543
107,58,2021-04-21 15:14:28,2021-04-21 17:38:09,5.35601
6,20,2021-11-18 03:29:22,2021-11-18 05:30:12,9.40581
98,104,2020-07-19 09:17:01,2020-07-19 10:28:08,3.06840
34,17,2021-04-18 08:09:48,2021-04-18 08:57:17,6.03632
58,20,2020-05-12 15:21:02,2020-05-12 17:08:31,9.28731
68,105,2021-09-15 19:19:28,2021-09-15 21:37:44,5.78213
26,86,2021-01-27 05:43:49,2021-01-27 08:29:38,5.78472
78,12,2021-09-05 23:55:39,2021-09-06 02:25:43,8.24527
31,93,2021-10-25 00:57:41,2021-10-25 01:20:08,7.04743
18,100,2021-09-28 15:57:46,2021-09-28 16:51:49,5.11901
10,12,2020-08-20 01:01:57,2020-08-20 02:12:34,0.73398
123,115,2020-07-28 09:46:06,2020-07-28 12:17:40,2.28347
29,84,2020-07-24 08:51:59,2020-07-24 11:33:07,9.45949
80,52,2021-01-16 04:27:18,2021-01-16 07:00:04,2.29031
69,64,2020-07-29 18:08:58,2020-07-29 19:53:55,2.91701
84,101,2021-08-23 05:56:19,2021-08-23 06:54:01,9.67246
24,36,2020-10-11 20:41:53,2020-10-11 23:14:22,6.98096
107,7,2021-03-10 13:20:07,2021-03-10 14:47:13,2.29054
93,94,2020-12-08 16:08:38,2020-12-08 16:32:00,8.97880
110,29,2021-08-11 01:54:23,2021-08-11 02:05:04,8.72166
92,85,2020-08-07 03:26:45,2020-08-07 04:13:10,6.64252
40,77,2021-03-04 03:13:21,2021-03-04 05:03:28,2.32702
117,111,2021-08-13 20:36:21,2021-08-13 22:16:15,1.88207
13,76,2021-06-14 18:11:32,2021-06-14 20:32:19,4.63992
42,115,2021-09-08 08:42:43,2021-09-08 10:21:16,3.58670
56,41,2020-11-23 05:14:37,2020-11-23 07:53:40,8.73719
90,125,2020-08-12 22:17:24,2020-08-12 22:23:32,2.27388
15,25,2021-11-02 03:38:14,2021-11-02 04:34:59,5.20007
50,5,2021-09-13 20:46:23,2021-09-13 21:31:07,0.69483
121,7,2021-09-08 20:32:15,2021-09-08 21:33:28,2.68944
89,60,2020-09-29 06:26:34,2020-09-29 07:34:25,8.19459
111,24,2021-01-18 18:14:17,2021-01-18 19:26:35,1.42431
35,38,2021-04-13 15:47:14,2021-04-13 16:10:55,2.96013
71,30,2021-03-25 06:56:56,2021-03-25 08:39:31,1.09888
35,16,2020-12-01 03:03:25,2020-12-01 05:12:10,9.27176
36,46,2020-12-08 22:18:53,2020-12-09 00:37:06,7.01607
43,11,2021-07-24 01:10:26,2021-07-24 03:51:08,7.84239
89,29,2021-08-18 10:52:21,2021-08-18 12:02:36,1.34500
51,81,2021-08-12 01:48:40,2021-08-12 04:04:01,5.57267
109,93,2020-11-08 23:45:35,2020-11-09 02:23:27,4.20405
40,61,2020-11-07 12:25:42,2020-11-07 15:09:57,6.31677
123,86,2021-03-30 20:24:49,2021-03-30 22:41:08,0.87343
85,120,2020-06-21 07:57:35,2020-06-21 08:46:38,2.18452
111,61,2020-09-30 13:25:42,2020-09-30 15:14:20,0.88748
118,26,2021-10-23 21:32:44,2021-10-23 21:54:48,3.68547
80,70,2020-05-20 18:05:23,2020-05-20 20:43:15,0.82413
